Key	German	English
info.production-corn-whiskey.desc	"<b>Regionaler Betrieb. Nur in einigen Städten möglich.</b>\n\n<indent=10>Produziert Maiswhisky aus Mais und Flaschen.\n<b><sprite name=""res corn""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res corn whiskey""></b>\n\n<b>Benötigt:</b>\n<sprite name=""skill corn distillation""><link=""corn-whiskey-skill"">Maiswhisky-Manufaktur</link>, <sprite name=""res cash""> 1800, <sprite name=""res steel-barrels""> 5, <sprite name=""res pipes""> 8</indent>\n\nNach Installation und Versorgung mit <link=""corn"">Mais</link> und <link=""bottles"">Flaschen</link> wird <link=""corn-whiskey"">Maiswhisky</link> produziert, der an Geschäfte in der Stadt oder in deinen eigenen <link=""backroom-bootlegger"">Hinterzimmerschmuggeleien</link> oder Eckflüsterkneipen verkauft werden kann."	"<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates corn whiskey from corn and bottles.\n<b><sprite name=""res corn""> + <sprite name=""res bottles""> <sprite name=""ui arr sm right""> <sprite name=""res corn whiskey""></b>\n\n<b>Requires:</b>\n<sprite name=""skill corn distillation""><link=""corn-whiskey-skill"">Corn Whiskey Manufacture</link>, <sprite name=""res cash""> 1800, <sprite name=""res steel-barrels""> 5, <sprite name=""res pipes""> 8</indent>\n\nWhen installed and supplied with <link=""corn"">corn</link> and <link=""bottles"">bottles</link>, this operation produces <link=""corn-whiskey"">corn whiskey</link> that can be sold to businesses across the city or in your own <link=""backroom-bootlegger"">Backroom Bootleggers</link> or Corner Speakeasies."
info.conversion-ice-house.name	Eishaus	Ice House
info.conversion-ice-house.desc	"<indent=10>Verwendet Benzin zum Betrieb von Gefriergeräten, die Wasser in Eis verwandeln.\n<b><sprite name=""res gasoline""> <sprite name=""ui arr sm right""> <sprite name=""res ice""></b>\n\n<b>Benötigt:</b>\n<sprite name=""skill ice making""> <link=""ice-making"">Eisherstellung</link>, <sprite name=""res cash""> 800, <sprite name=""res pipes""> 8, <sprite name=""res lumber""> 8, <sprite name=""bricks""> 6</indent>\n\nNach Installation und Versorgung mit <link=""gasoline"">Benzin</link> wird <link=""ice"">Eis</link> produziert, mit dem <link=""apple-jack"">Applejack</link> und <link=""champagne"">Champagner</link> hergestellt werden können. Deine eigene Eisherstellung ist zuverlässiger und günstiger als der Kauf auf dem freien Markt.\n\n<i><indent=30><i>Die Zivilisation beginnt mit der Destillation.</i></indent>\n<indent=40>– William Faulkner</indent>"	"<indent=10>Uses gasoline to power freezers that turn water into ice.\n<b><sprite name=""res gasoline""> <sprite name=""ui arr sm right""> <sprite name=""res ice""></b>\n\n<b>Requires:</b>\n<sprite name=""skill ice making""> <link=""ice-making"">Ice Making</link>, <sprite name=""res cash""> 800, <sprite name=""res pipes""> 8, <sprite name=""res lumber""> 8, <sprite name=""bricks""> 6</indent>\n\nWhen installed and supplied with <link=""gasoline"">gasoline</link>, this operation produces <link=""ice"">ice</link> that can be used to make <link=""apple-jack"">applejack</link> and <link=""champagne"">champagne</link>. Making your own ice can be more reliable and less expensive than purchasing it on the open market.\n\n<i><indent=30><i>Civilization begins with distillation.</i></indent>\n<indent=40>—William Faulkner</indent> "
info.conversion-labels.name	Etikettenfälscher	Counterfeit Label Printer
info.conversion-labels.desc	"<indent=10>Stellt aus Papier gefälschte Etiketten her.\n<b><sprite name=""res paper""> <sprite name=""ui arr sm right""> <sprite name=""res labels></b>\n\n<b>Benötigt:</b>\n<sprite name=""skill labels""> <link=""label-counterfeiting"">Etikettenfälschung</link>, <sprite name=""res sheet metal""> 5, <sprite name=""res lumber""> 10, <sprite name=""res bricks""> 10</indent>\n\nNach Installation und Versorgung mit <link=""paper"">Papier</link> werden <link=""labels>Etiketten</link> produziert, die für die Herstellung diverser Alkoholika in Flaschen benötigt werden. Deine eigene Etikettenherstellung ist zuverlässiger und günstiger als der Kauf auf dem freien Markt.\n\n<i><indent=30><i>Geht der Wein hinein, kommen seltsame Dinge heraus.</i></indent>\n<indent=40>– Johann Schiller</indent>"	"<indent=10>Turns paper into counterfeit labels.\n<b><sprite name=""res paper""> <sprite name=""ui arr sm right""> <sprite name=""res labels></b>\n\n<b>Requires:</b>\n<sprite name=""skill labels""> <link=""label-counterfeiting"">Label Counterfeiting</link>, <sprite name=""res sheet metal""> 5, <sprite name=""res lumber""> 10, <sprite name=""res bricks""> 10</indent>\n\nWhen installed and supplied with <link=""paper"">paper</link>, this operation produces <link=""labels>labels</link> that are necessary to make various different types of bottled alcohols. Making your own labels can be more reliable and less expensive than purchasing it on the open market.\n\n<i><indent=30><i>When the wine goes in, strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>"
info.small-speakeasy.name	Kleine Flüsterkneipe	Small Speakeasy
info.small-speakeasy.desc	"<indent=10>Kann alle Sorten von raffiniertem Alkohol verkaufen\n<sprite name=""res fake-wine""> <sprite name=""res fake-beer""> <sprite name=""res sparkling-cider""> <sprite name=""res bathtub-gin""> <sprite name=""res rakija""> <sprite name=""res corn whiskey""></b>\nKann eine Sorte von Alkohol in Flaschen verkaufen.<sprite name=""res whisky""> <sprite name=""res brandy""> <sprite name=""res vodka""> <sprite name=""res rum"">\n\n<b>Benötigt:\n</b>\n<sprite name=""ui skills"">Kleine Flüsterkneipen,  <sprite name=""res cash"">7.500,  <sprite name=""res lumber""> 40,  <sprite name=""res furniture""> 40</indent>\n\nEine einfache Theke, hochwertigen Alkohol und ein par verstreute Tische – mehr braucht man nicht für eine kleine Flüsterkneipe. Dieser Betrieb kann alle Sorten von raffiniertem Alkohol und eine Sorte von Alkohol in Flaschen verkaufen.\n\n<i><indent=30>Late last night, I sold away and cried; Had the blues for Chicago, I just can't be satisfied.</i>\n</indent><indent=40> – Bessie Smith, aus „Chicago Bound Blues“</indent>"	"<indent=10>Can sell all varieties of refined booze.\n<sprite name=""res fake-wine""> <sprite name=""res fake-beer""> <sprite name=""res sparkling-cider""> <sprite name=""res bathtub-gin""> <sprite name=""res rakija""> <sprite name=""res corn whiskey""></b>\nand one type of bottled booze\n<sprite name=""res whisky""> <sprite name=""res brandy""> <sprite name=""res vodka""> <sprite name=""res rum"">\n\n<b>Requires:</b>\n<sprite name=""ui skills""> Small Speakeasies,  <sprite name=""res cash"">7,500,  <sprite name=""res lumber""> 40,  <sprite name=""res furniture""> 40</indent>\n\nA robust bar, quality booze, and some scattered tables and chairs is enough to keep people flowing through this small speakeasy. This operation can sell every type of refined booze and one kind of bottled booze.\n\n<i><indent=30>Late last night, I sold away and cried; Had the blues for Chicago, I just can't be satisfied.</i>\n</indent><indent=40>—Bessie Smith from ""Chicago Bound Blues""</indent>"
info.garage-module.name	Werkstätten	Garages
info.garage-module.desc	"<indent=10>Erhöht die Anzahl der PKWs, die dein Syndikat gleichzeitig unterhalten kann, und bietet günstige Reparaturdienste.\n\n<b>Benötigt:</b>\n<sprite name=""skill garages""> <link=""small-garages"">Werkstattbau</link>, <sprite name=""res cash""> 250, <sprite name=""res bricks""> 5, <sprite name=""res sheet metal""> 2</indent>\n\nNach Installation werden zusätzliche Parkplätze für die PKWs deines Syndikats geboten. Kann außerdem für günstige Reparaturen verwendet werden.\n\n<i><indent=30>Ich bin ein Idealist. Ich weiß nicht, wohin ich gehe, aber ich gehe meinen Weg.</i></indent>\n<indent=40>– Carl Sandburg</indent>"	"<indent=10>Increases the amount of cars your outfit can sustain at one time, as well as providing cheap repair services.\n\n<b>Requires:</b>\n<sprite name=""skill garages""> <link=""small-garages"">Garage Construction</link>, <sprite name=""res cash""> 250, <sprite name=""res bricks""> 5, <sprite name=""res sheet metal""> 2</indent>\n\nWhen installed, this operation provides additional parking spaces for your outfit's cars and can be used for cheap repairs.\n\n<i><indent=30>I'm an idealist. I don't know where I'm going, but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.truck-garage-module.name	LKW-Reparaturplatz	Truck Repair Bay
info.truck-garage-module.desc	"<indent=10>Erhöht die Anzahl der LKWs, die dein Syndikat gleichzeitig unterhalten kann, und bietet günstige Reparaturdienste.\n\n<b>Benötigt:</b>\n<sprite name=""skill truck-bays""> <link=""truck-garage"">LKW-Reparaturplätze</link>, <sprite name=""res cash""> 750, <sprite name=""res bricks""> 6, <sprite name=""res sheet metal""> 4</indent>\n\nNach Installation werden zusätzliche Parkplätze für die LKWs deines Syndikats geboten. Kann außerdem für günstige Reparaturen verwendet werden.\n\n<i><indent=30>Ich bin ein Idealist. Ich weiß nicht, wohin ich gehe, aber ich gehe meinen Weg.</i></indent>\n<indent=40>– Carl Sandburg</indent>"	"<indent=10>Increases the amount of trucks your outfit can sustain at one time, as well as providing cheap repair services.\n\n<b>Requires:</b>\n<sprite name=""skill truck-bays""> <link=""truck-garage"">Truck Repair Bays</link>, <sprite name=""res cash""> 750, <sprite name=""res bricks""> 6, <sprite name=""res sheet metal""> 4</indent>\n\nWhen installed, this operation provides additional parking spaces for your outfit's trucks and can be used for cheap repairs.\n\n<i><indent=30>I'm an idealist. I don't know where I'm going, but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.production-champagne.name	Champagnermanufaktur	Champagne Manufacture
info.production-champagne.desc	"<indent=10>Produziert Champagner aus Etiketten, Eis, Zucker und gefälschtem Wein.\n<b><sprite name=""res labels""> + <sprite name=""res ice""> + <sprite name=""res sugar""> + <sprite name=""res fake-wine""> <sprite name=""ui arr sm right""> <sprite name=""res champagne""></b>\n\n<b>Benötigt:</b>\n<sprite name=""skill champagne""><link=""champagne-making"">Champagnermethoden</link>, <sprite name=""res cash""> 5000, <sprite name=""res barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res sheet metal""> 20</indent>\n\nNach Installation und Versorgung mit <link=""labels"">gefälschten Etiketten</link>, <link=""ice"">Eis</link>, <link=""sugar"">Zucker</link> und <link=""fake-wine"">gefälschtem Wein</link> wird <link=""champagne"">Champagner</link> produziert, der an Geschäfte in der Stadt oder an deine eigenen Betriebe verkauft werden kann."	"<indent=10>Creates champagne from labels, ice, sugar, and counterfeit wine.\n<b><sprite name=""res labels""> + <sprite name=""res ice""> + <sprite name=""res sugar""> + <sprite name=""res fake- wine""> <sprite name=""ui arr sm right""> <sprite name=""res champagne""></b>\n\n<b>Requires:</b>\n<sprite name=""skill champagne""><link=""champagne-making"">Champagne Methods</link>, <sprite name=""res cash""> 5000, <sprite name=""res barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res sheet metal""> 20</indent>\n\nWhen installed and supplied with <link=""labels"">counterfeit labels</link>, <link=""ice"">ice</link>, <link=""sugar"">sugar</link>, <link=""fake-wine"">counterfeit wine</link>, this operation produces <link=""champagne"">champagne</link> that can be sold to businesses across the city or in your own operations."
info.production-dark-rum.name	Gewürzrum-Manufaktur	Spiced Rum Manufacture
info.production-dark-rum.desc	"<indent=10>Produziert Gewürzrum aus Etiketten, Eichenfässern, Gewürzen, kleinen Flaschen und Rumfässern.\n<b><sprite name=""res labels""> + <sprite name=""res oak-barrels""> + <sprite name=""res spices""> + <sprite name=""res small-bottles""> <sprite name=""ui arr sm right""> <sprite name=""res dark rum""></b>\n\n<b>Benötigt:</b>\n<sprite name=""skill dark-rum""><link=""dark-rum-making"">Gewürzrum-Manufaktur</link>, <sprite name=""res cash""> 5000, <sprite name=""res half-barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res bricks""> 20,</indent>\n\nNach Installation und Versorgung mit <link=""labels"">gefälschten Etiketten</link>, <link=""oak-barrels"">Eichenfässern</link>, <link=""spices"">Gewürzen</link>, kleinen Flaschen und Rumfässern wird <link=""dark-rum"">Gewürzrum</link> produziert, der an Geschäfte in der Stadt oder an deine eigenen Betriebe verkauft werden kann."	"<indent=10>Creates spiced rum from labels, oak barrels, spices, small bottles, and rum barrels.\n<b><sprite name=""res labels""> + <sprite name=""res oak-barrels""> + <sprite name=""res spices""> + <sprite name=""small bottles""> <sprite name=""ui arr sm right""> <sprite name=""res dark rum""></b>\n\n<b>Requires:</b>\n<sprite name=""skill dark-rum""><link=""dark-rum-making"">Spiced Rum Manufacture</link>, <sprite name=""res cash""> 5000, <sprite name=""res half-barrels""> 50, <sprite name=""res pipes""> 20, <sprite name=""res lumber""> 20, <sprite name=""res bricks""> 20</indent>\n\nWhen installed and supplied with <link=""labels"">counterfeit labels</link>, <link=""oak-barrels"">oak barrels</link>, <link=""spices"">spices</link>, and <link=""small-bottles"">small bottles</link>, this operation produces <link=""dark-rum"">spiced rum</link> that can be sold to businesses across the city or in your own operations."
