Key	Simplified Chinese	English
info.casino.desc	"<b>地方性业务，仅在部分城市开展。</b>\n\n<indent=10>这一豪华、拥有众多房间的大西洋城场所脱胎于住宅地点，可提供各种各样的博彩和特色赌博项目。\n\n<b>需要：</b>\n<sprite name=""skill gambling""><link=""gambling-clean-money"">洗钱</link>，<sprite name=""res cash""> 2500</indent>\n\n在通过忠实的门面所有者获得了可用于改建奢华赌场的住宅空间后，你可以用各种低级别、高赌注项目填充这一空间，促使客户把他们的钱放入贵组织的保险箱中。\n\n<i><indent=30><i>手握王牌，勿须出千。</i></indent>\n<indent=40>—奥斯卡·王尔德</indent>"	"<b>Regional operation only available in some cities.</b>\n\n<indent=10>Carved out of a residential location, this ritzy, multi-room Atlantic City locale supports all kinds of games and features.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-clean-money"">Money Laundering</link>, <sprite name=""res cash""> 2500</indent>\n\nOnce you've acquired a residential space for you casino through a loyal front owner, you can fill this space with a variety of low-level and high-stakes features to facilitate customers transferring their money into your outfits coffers.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.car-bullies.name	谈判助手	Negotiation Assistant
info.car-bullies.desc	学会此技能可以确保在今后买车时享受大幅度的折扣，因为掌握了<i>更出色的</i>谈判技巧。\n\n<i><indent=30>我是一名理想主义者，我不知道自己要去哪，但我一直在路上。</i></indent>\n<indent=40>—卡尔·桑德堡</indent>	"Learning this skill applies a large discount on all future vehicle purchases due to <i>enhanced</i> negotiation tactics. \n\n<i><indent=30>I'm an idealist. I don't know where I'm going, but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.dishwashers.name	火热的洗碗机	Hot Dishwashers
info.dishwashers.desc	"学会此技能后，你可以在自己的<link=""backroom-bootlegger"">私酒售卖场所</link>和<link=""corner-speakeasy"">非法酒吧</link>里增加洗碗机拓展业务，从而缩短酒水上桌的周转时间，并提高每日收入。\n\n<indent=30><i>地下酒吧取代了酒吧；罪犯大军已经出现；大量优秀市民公开无视禁酒令。</i></indent>\n<indent=40>—约翰·D.·洛克菲勒</indent>"	"Learning this skill allows you to build a dishwashers expansion in your <link=""backroom-bootlegger"">bootleggers</link> and <link=""corner-speakeasy"">speakeasys</link>, shortening the turnaround time on pouring drinks and increasing the daily take.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"
info.big-barrels.name	大桶	Double Barrels
info.big-barrels.desc	"学会此技能后，你可以在自己的<link=""homemade-booze"">自酿私酒</link>工厂里增加大桶生产拓展业务，从而提高你的产量。\n\n<i><indent=30><i>根深蒂固的喜好无法动摇，正如你无法说服一个男人喜欢一杯啤酒。</i></indent>\n<indent=40>—奥利弗·温德尔·霍姆斯</indent>"	"Learning this skill allows you to build the Double Barrel Production expansion in your <link=""homemade-booze"">homemade booze</link> operations, increasing your production.\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.old-glassware.name	水晶酒吧用具	Crystal Barware
info.old-glassware.desc	"学会此技能后，你可以在自己的<link=""backroom-bootlegger"">私酒售卖场所</link>和<link=""corner-speakeasy"">非法酒吧</link>里增加怀旧玻璃器皿拓展业务，从而吸引更多客户，并提高每日收入。\n\n<indent=30><i>地下酒吧取代了酒吧；罪犯大军已经出现；大量优秀市民公开无视禁酒令。</i></indent>\n<indent=40>—约翰·D.·洛克菲勒</indent>"	"Learning this skill allows you to build the Old-Time Glassware expansion in your <link=""backroom-bootlegger"">bootleggers</link> and <link=""corner-speakeasy"">speakeasys</link>, attracting more consumers and increasing the daily take.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"
info.pool-table.name	台球桌	Pool Tables
info.pool-table.desc	"学会此技能后，你可以在自己的<link=""backroom-bootlegger"">私酒售卖场所</link>和<link=""corner-speakeasy"">非法酒吧</link>里增加台球桌拓展业务，从而吸引更多客户，并提高每日收入。\n\n<indent=30><i>地下酒吧取代了酒吧；罪犯大军已经出现；大量优秀市民公开无视禁酒令。</i></indent>\n<indent=40>—约翰·D.·洛克菲勒</indent>"	"Learning this skill alows you to build the Pool Table expansion in your <link=""backroom-bootlegger"">bootleggers</link> and <link=""corner-speakeasy"">speakeasys</link>, attracting more consumers and increasing the daily take.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"
info.player-piano.name	自动钢琴	Player Pianos
info.player-piano.desc	"学会此技能后，你可以在自己的<link=""backroom-bootlegger"">私酒售卖场所</link>和<link=""corner-speakeasy"">非法酒吧</link>里增加自动钢琴拓展业务，从而吸引更多客户，并提高每日收入。\n\n<indent=30><i>地下酒吧取代了酒吧；罪犯大军已经出现；大量优秀市民公开无视禁酒令。</i></indent>\n<indent=40>—约翰·D.·洛克菲勒</indent>"	"Learning this skill allows you to build the Player Piano expansion in your <link=""backroom-bootlegger"">bootleggers</link> and <link=""corner-speakeasy"">speakeasys</link>, attracting more consumers and increasing the daily take.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"
info.junkyard-booze.name	垃圾场私酒	Junkyard Booze
info.junkyard-booze.desc	"学会此技能后，你可以在自己的<link=""homemade-booze"">自酿私酒</link>工厂里增加垃圾场私酒拓展业务，从而提高你的产量。\n\n<i><indent=30><i>根深蒂固的喜好无法动摇，正如你无法说服一个男人喜欢一杯啤酒。</i></indent>\n<indent=40>—奥利弗·温德尔·霍姆斯</indent>"	"Learning this skill allows you to build the Junkyard Improvements expansion in your <link=""homemade-booze"">homemade booze</link> operations, increasing your production.\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.bottle-return-racks.name	还瓶架	Return Racks
info.bottle-return-racks.desc	"学会此技能后，你可以在自己的任意前哨站增加还瓶架，这样即可不时从这些地方收集<link=""small-bottles"">瓶子</link>，从而促进你的私酿业务。\n\n<i><indent=30>我是一名理想主义者，我不知道自己要去哪，但我一直在路上。</i></indent>\n<indent=40>—卡尔·桑德堡</indent>"	"Learning this skill allows you to build a bottle return at any of your outposts, allowing you to collect <link=""small-bottles"">bottles</link> from them occasionally in order to fuel your booze operations.\n\n<i><indent=30>I'm an idealist. I don't know where I'm going, but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.ethnic-solidarity.name	同根同源	Ethnic Solidarity
info.ethnic-solidarity.desc	"学会此技能后，你可以在自己的<link=""homemade-booze"">自酿私酒</link>工厂里增加同根同源拓展业务，从而减少每个生产循环所需的材料数量。"	"Learning this skill allows you to build the Ethnic Solidary expansion in your <link=""homemade-booze"">homemade booze</link> operations, reducing the amount of material required for each production cycle."
info.ethnic-bump-cider.name	旧世界的知识：苹果酒	Old World Knowledge: Cider
info.ethnic-bump-cider.desc	"学会此技能后，你可以在自己的<link=""cider"">苹果酒</link>工厂里增加英式苹果酒压榨拓展业务，从而显著提高产量。\n\n<i><indent=30>给我昨日的面包，今日的鲜肉和去年的苹果酒。</i></indent>\n<indent=40>—本杰明·富兰克林</indent>"	"Learning this skill allows you to build the English Cider Presses expansion in your <link=""cider"">cider</link> operations, sharply increasing production.\n\n<i><indent=30>Give me yesterday's bread, this day's flesh, and last year's cider.</i></indent>\n<indent=40>—Benjamin Franklin</indent>"
info.ethnic-bump-wine.name	旧世界的知识：葡萄酒	Old World Knowledge: Wine
info.ethnic-bump-wine.desc	"学会此技能后，你可以在自己的<link=""brick-wine"">葡萄酒</link>工厂里增加意式葡萄酒压榨拓展业务，从而显著提高产量。\n\n<indent=15><b>基础价格\n<sprite name=""ui sell"">$15/罐</b></indent>\n\n<i><indent=30>葡萄酒是最健康、最卫生的饮料。</i></indent>\n<indent=40>—路易斯·巴斯德</indent>"	"Learning this skill allows you to build the Italian Wine Presses expansion in your <link=""brick-wine"">wine</link> operations, sharply increasing production.\n\n<indent=15><b>Base price\n<sprite name=""ui sell"">$15 per crock</b></indent>\n\n<i><indent=30>Wine is the most healthful and most hygienic of beverages.</i></indent>\n<indent=40>—Louis Pasteur</indent>"
info.ethnic-bump-beer.name	旧世界的知识：啤酒	Old World Knowledge: Beer
info.ethnic-bump-beer.desc	"学会此技能后，你可以在自己的<link=""home-brew"">啤酒</link>工厂里增加德式啤酒桶拓展业务，从而显著提高产量。\n\n<i><indent=30>Kde se pivo vaří, tam se dobře daří.（生产啤酒的地方，就是好地方。）</i></indent>\n<indent=40>—捷克谚语</indent>"	"Learning this skill allows you to build the German Beer Kettles expansion in your <link=""home-brew"">beer</link> operations, sharply increasing production.\n\n<i><indent=30>Kde se pivo vaří, tam se dobře daří.</i></indent>\n<indent=40>—Czech proverb</indent>"
info.ethnic-bump-liquor.name	旧世界的知识：烈酒	Old World Knowledge: Spirits
info.ethnic-bump-liquor.desc	"学会此技能后，你可以在自己的<link=""moonshine"">私酒</link>工厂里增加波兰烈酒蒸馏器拓展业务，从而显著提高产量。\n\n<i><indent=30>好吧，如果没得选，我还是会接受苏格兰威士忌的。它的口感仅次于我能找到的合格私酒。</i>\n</indent><indent=40>—威廉·福克纳</indent>"	"Learning this skill allows you to build the Polish Spirit Stills expansion in your <link=""moonshine"">moonshine</link> operations, sharply increasing production.\n\n<i><indent=30>Well, between Scotch and nothin', I suppose I’d take Scotch. It’s the nearest thing to good moonshine I can find.</i>\n</indent><indent=40>—William Faulkner</indent>"
info.ethnic-bump-fruit-brandy.name	旧世界知识：水果蒸馏	Old World Knowledge: Fruit Distillation
info.ethnic-bump-fruit-brandy.desc	"学会此技能后，你可以在自己的<link=""fruit-wine"">果酒</link>工厂里增加南斯拉夫蒸馏器拓展业务，从而显著提高产量。\n\n<indent=30><i>我用酒来烹饪，有时候甚至直接加进食物里。</i></indent>\n<indent=40>—W.·C.·菲尔兹</indent"	"Learning this skill allows you to build the South Slavic Stills expansion in your <link=""fruit-wine"">fruit wine</link> operations, sharply increasing production.\n\n<indent=30><i>I cook with wine, sometimes I even add it to the food.</i></indent>\n<indent=40>—W.C. Fields</indent>"
info.better-bartending.name	更优秀的调酒技术	Better Bartending
info.better-bartending.desc	"学会此技能后，你可以将自己的<link=""corner-speakeasy"">街角非法酒吧</link>升级为<link=""small-speakeasy"">。\n\n<indent=30><i>地下酒吧取代了酒吧；罪犯大军已经出现；大量优秀市民公开无视禁酒令。</i></indent>\n<indent=40>—约翰·D.·洛克菲勒</indent>"	"Learning this skill allows you to upgrade your <link=""corner-speakeasy"">corner speakeasy</link> into a <link=""small-speakeasy"">.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"
info.label-counterfeiting.name	仿制标签	Label Counterfeiting
info.label-counterfeiting.desc	"学会此技能后，你可以在自己控制的经营场所建立<link=""conversion-labels"">仿制标签印刷厂</link>。此业务让你可以将纸张转化为生产各种酒精产品所需的标签。\n\n<i><indent=30><i>杯中美酒一饮而尽，千姿百态随之而来。</i></indent>\n<indent=40>—约翰·席勒</indent>"	"Learning this skill allows you to build a <link=""conversion-labels"">Counterfeit Label Printer</link> in one of your controlled businesses. This operation allows you to convert paper into labels used in the production of various alcohols.\n\n<i><indent=30><i>When the wine goes in, strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>"
info.ice-making.name	制作冰块	Ice Making
info.ice-making.desc	"学会此技能后，你可以在自己控制的经营场所建立<link=""conversion-ice-house"">冷库</link>。此业务让你可以使用汽油发电，从而将水冻成生产各种酒精产品所需的冰。\n\n<i><indent=30><i>文明始自蒸馏。</i></indent>\n<indent=40>—威廉·福克纳</indent>"	"Learning this skill allows you to build an <link=""conversion-ice-house"">Ice House</link> in one of your controlled businesses. This operation allows you to use gasoline to freeze water into ice used in the production of various alcohols.\n\n<i><indent=30><i>Civilization begins with distillation.</i></indent>\n<indent=40>—William Faulkner</indent>"
