Key	French	English
info.pool-table.desc	"En obtenant cette compétence, vous pourrez installer l’extension Table de billard dans vos <link=""backroom-bootlegger"">bootleggers</link> et <link=""corner-speakeasy"">speakeasies</link>, attirant ainsi un plus grand nombre de clients et augmentant vos recettes journalières.\n\n<indent=30><i>Le speakeasy a remplacé le saloon ; une vaste armée de hors-la-loi a fait son apparition ; un grand nombre de nos citoyens les plus émérites ont ouvertement fait fi de la prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"	"Learning this skill alows you to build the Pool Table expansion in your <link=""backroom-bootlegger"">bootleggers</link> and <link=""corner-speakeasy"">speakeasys</link>, attracting more consumers and increasing the daily take.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"
info.player-piano.name	Pianos mécaniques	Player Pianos
info.player-piano.desc	"En obtenant cette compétence, vous pourrez installer l’extension Piano mécanique dans vos <link=""backroom-bootlegger"">bootleggers</link> et <link=""corner-speakeasy"">speakeasies</link>, attirant ainsi un plus grand nombre de clients et augmentant vos recettes journalières.\n\n<indent=30><i>Le speakeasy a remplacé le saloon ; une vaste armée de hors-la-loi a fait son apparition ; un grand nombre de nos citoyens les plus émérites ont ouvertement fait fi de la prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"	"Learning this skill allows you to build the Player Piano expansion in your <link=""backroom-bootlegger"">bootleggers</link> and <link=""corner-speakeasy"">speakeasys</link>, attracting more consumers and increasing the daily take.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"
info.junkyard-booze.name	Gnôle de dépôt de ferraille	Junkyard Booze
info.junkyard-booze.desc	"En obtenant cette compétence, vous pourrez installer l’extension Améliorations de dépôt de ferraille dans vos fabriques d’<link=""homemade-booze"">alcool artisanal</link>, augmentant ainsi votre production.\n\n<i><indent=30><i>On ne peut rien contre les préférences bien ancrées ; il est impossible de forcer la main d’un homme qui rechigne à boire un verre de bière.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"	"Learning this skill allows you to build the Junkyard Improvements expansion in your <link=""homemade-booze"">homemade booze</link> operations, increasing your production.\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>"
info.bottle-return-racks.name	Casiers de retours	Return Racks
info.bottle-return-racks.desc	"En obtenant cette compétence, vous pourrez installer une station de retours de bouteilles dans n’importe lequel de vos commerces de façade, vous permettant ainsi de récupérer des <link=""small-bottles"">bouteilles</link> de temps à autre afin d’approvisionner vos fabriques d’alcool.\n\n<i><indent=30>Je suis un idéaliste. Je ne sais pas où je vais, mais j’y vais.</i></indent>\n<indent=40>—Carl Sandburg</indent>"	"Learning this skill allows you to build a bottle return at any of your outposts, allowing you to collect <link=""small-bottles"">bottles</link> from them occasionally in order to fuel your booze operations.\n\n<i><indent=30>I'm an idealist. I don't know where I'm going, but I'm on my way.</i></indent>\n<indent=40>—Carl Sandburg</indent>"
info.ethnic-solidarity.name	Solidarité ethnique	Ethnic Solidarity
info.ethnic-solidarity.desc	"En obtenant cette compétence, vous pourrez installer l’extension Solidarité ethnique dans vos fabriques d’<link=""homemade-booze"">alcool artisanal</link>, réduisant ainsi la quantité de matériel nécessaire pour chaque cycle de production."	"Learning this skill allows you to build the Ethnic Solidary expansion in your <link=""homemade-booze"">homemade booze</link> operations, reducing the amount of material required for each production cycle."
info.ethnic-bump-cider.name	Connaissances du Vieux Monde : cidre	Old World Knowledge: Cider
info.ethnic-bump-cider.desc	"En obtenant cette compétence, vous pourrez installer l’extension Pressoirs à cidre anglais dans vos fabriques de <link=""cider"">cidre</link>, augmentant ainsi grandement votre production.\n\n<i><indent=30>Donnez-moi le pain de la veille, la chair d’aujourd’hui et le cidre de l’année dernière.</i></indent>\n<indent=40>—Benjamin Franklin</indent>"	"Learning this skill allows you to build the English Cider Presses expansion in your <link=""cider"">cider</link> operations, sharply increasing production.\n\n<i><indent=30>Give me yesterday's bread, this day's flesh, and last year's cider.</i></indent>\n<indent=40>—Benjamin Franklin</indent>"
info.ethnic-bump-wine.name	Connaissances du Vieux Monde : vin	Old World Knowledge: Wine
info.ethnic-bump-wine.desc	"En obtenant cette compétence, vous pourrez installer l’extension Pressoirs à vin italien dans vos fabriques de <link=""brick-wine"">vin</link>, augmentant ainsi grandement votre production.\n\n<indent=15><b>Prix de base\n<sprite name=""ui sell"">15 $ le pot</b></indent>\n\n<i><indent=30>Le vin est le plus sain et le plus hygiénique de tous les breuvages.</i></indent>\n<indent=40>—Louis Pasteur</indent>"	"Learning this skill allows you to build the Italian Wine Presses expansion in your <link=""brick-wine"">wine</link> operations, sharply increasing production.\n\n<indent=15><b>Base price\n<sprite name=""ui sell"">$15 per crock</b></indent>\n\n<i><indent=30>Wine is the most healthful and most hygienic of beverages.</i></indent>\n<indent=40>—Louis Pasteur</indent>"
info.ethnic-bump-beer.name	Connaissances du Vieux Monde : bière	Old World Knowledge: Beer
info.ethnic-bump-beer.desc	"En obtenant cette compétence, vous pourrez installer l’extension Cuves à bière allemande dans vos fabriques de <link=""home-brew"">bière</link>, augmentant ainsi grandement votre production.\n\n<i><indent=30>Kde se pivo vaří, tam se dobře daří.</i></indent>\n<indent=40>—Proverbe tchèque</indent>"	"Learning this skill allows you to build the German Beer Kettles expansion in your <link=""home-brew"">beer</link> operations, sharply increasing production.\n\n<i><indent=30>Kde se pivo vaří, tam se dobře daří.</i></indent>\n<indent=40>—Czech proverb</indent>"
info.ethnic-bump-liquor.name	Connaissances du Vieux Monde : spiritueux	Old World Knowledge: Spirits
info.ethnic-bump-liquor.desc	"En obtenant cette compétence, vous pourrez installer l’extension Alambics à spiritueux polonais dans vos fabriques de <link=""moonshine"">moonshine</link>, augmentant ainsi grandement votre production.\n\n<i><indent=30>Eh bien, entre du scotch et rien, j’imagine que je choisirais du scotch. C’est le meilleur substitut que je puisse trouver à un bon moonshine.</i>\n</indent><indent=40>—William Faulkner</indent>"	"Learning this skill allows you to build the Polish Spirit Stills expansion in your <link=""moonshine"">moonshine</link> operations, sharply increasing production.\n\n<i><indent=30>Well, between Scotch and nothin', I suppose I’d take Scotch. It’s the nearest thing to good moonshine I can find.</i>\n</indent><indent=40>—William Faulkner</indent>"
info.ethnic-bump-fruit-brandy.name	Connaissances du Vieux Monde : distillation de fruits	Old World Knowledge: Fruit Distillation
info.ethnic-bump-fruit-brandy.desc	"En obtenant cette compétence, vous pourrez installer l’extension Alambics slaves du sud dans vos fabriques de <link=""fruit-wine"">vin de fruits</link>, augmentant ainsi grandement votre production.\n\n<indent=30><i>Je cuisine avec du vin. Parfois, j’en ajoute même dans mes plats.</i></indent>\n<indent=40>—W.C. Fields"	"Learning this skill allows you to build the South Slavic Stills expansion in your <link=""fruit-wine"">fruit wine</link> operations, sharply increasing production.\n\n<indent=30><i>I cook with wine, sometimes I even add it to the food.</i></indent>\n<indent=40>—W.C. Fields</indent>"
info.better-bartending.name	Meilleur service au bar	Better Bartending
info.better-bartending.desc	"En obtenant cette compétence, vous pourrez transformer votre<link=""corner-speakeasy"">speakeasy de quartier</link> en <link=""small-speakeasy"">petit speakeasy.\n\n<indent=30><i>Le speakeasy a remplacé le saloon ; une vaste armée de hors-la-loi a fait son apparition ; un grand nombre de nos citoyens les plus émérites ont ouvertement fait fi de la prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"	"Learning this skill allows you to upgrade your <link=""corner-speakeasy"">corner speakeasy</link> into a <link=""small-speakeasy"">.\n\n<indent=30><i>The speakeasy has replaced the saloon; a vast army of lawbreakers has appeared; many of our best citizens have openly ignored Prohibition.</i></indent>\n<indent=40>—John D. Rockefeller</indent>"
info.label-counterfeiting.name	Contrefaçon d’étiquettes	Label Counterfeiting
info.label-counterfeiting.desc	"En obtenant cette compétence, vous pourrez avoir recours à l’<link=""conversion-labels"">impression d’étiquettes falsifiées</link> dans l’un des commerces que vous contrôlez. Cette opération vous permettra de transformer du papier en étiquettes pouvant servir dans la production de divers alcools.\n\n<i><indent=30><i>Lorsque le vin entre, d’étranges choses ressortent.</i></indent>\n<indent=40>—Johann Schiller</indent>"	"Learning this skill allows you to build a <link=""conversion-labels"">Counterfeit Label Printer</link> in one of your controlled businesses. This operation allows you to convert paper into labels used in the production of various alcohols.\n\n<i><indent=30><i>When the wine goes in, strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>"
info.ice-making.name	Fabrication de glace	Ice Making
info.ice-making.desc	"En obtenant cette compétence, vous pourrez installer une <link=""conversion-ice-house"">glacière</link> dans l’un des commerces que vous contrôlez. Cette opération vous permettra d’utiliser de l’essence afin de transformer de l’eau en glace pouvant servir dans la production de divers alcools.\n\n<i><indent=30><i>La civilisation commence avec la distillation.</i></indent>\n<indent=40>—William Faulkner</indent>"	"Learning this skill allows you to build an <link=""conversion-ice-house"">Ice House</link> in one of your controlled businesses. This operation allows you to use gasoline to freeze water into ice used in the production of various alcohols.\n\n<i><indent=30><i>Civilization begins with distillation.</i></indent>\n<indent=40>—William Faulkner</indent>"
info.gambling-numbers.name	Jeux de hasard	Numbers Games
info.gambling-numbers.desc	"En obtenant cette compétence, vous aurez accès à plusieurs types de jeux de hasard que vous pourrez par la suite proposer dans l’une de vos maisons de jeu.\n\n<i><indent=30><i>On ne devrait jamais tricher quand on a les cartes gagnantes en main.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	Learning this skill unlocks several different types of number games that you can build in one of your gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-cards.name	Jeux de cartes	Card Games
info.gambling-cards.desc	"En obtenant cette compétence, vous aurez accès à plusieurs types de jeux de cartes que vous pourrez par la suite proposer dans l’une de vos maisons de jeu.\n\n<i><indent=30><i>On ne devrait jamais tricher quand on a les cartes gagnantes en main.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	Learning this skill unlocks several different types of card games that you can build in one of your gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
info.gambling-tables.name	Jeux de table	Table Games
info.gambling-tables.desc	"En obtenant cette compétence, vous aurez accès à plusieurs types de jeux de table que vous pourrez par la suite propose dans l’une de vos maisons de jeu.\n\n<i><indent=30><i>On ne devrait jamais tricher quand on a les cartes gagnantes en main.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	Learning this skill unlocks several different types of table games that you can build in one of your gambling houses.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>
