Key	Spanish	English
info.high-rollers-parlor.desc	"<b>Esta atracción de juego regional solo está disponible en algunas ciudades.</b>\n\n<indent=10>Un juego de alto riesgo que congregará a una serie de jugadores habituales, que se presentarán con sus mejores galas a lo que sea que se les ocurra. La probabilidad de llevarse la victoria es justa, pero con esta gente, el dinero circula sin problemas.\n\n<b>Requiere:</b>\n<sprite name=""skill gambling""><link=""gambling-secret-books"">Libros amañados</link>, <sprite name=""skill gambling""><link=""gambling-high-rollers"">Recorrido de apuestas</link>, <sprite name=""res cash""> 10 000</indent>\n\nAl instalarse, esta atracción actúa como <link=""regular-games"">juego de alto riesgo</link> y tiene una apuesta media de 500 <sprite name=""res cash""> de una serie de participantes habituales, siempre y cuando se haya financiado con al menos 7500 <sprite name=""res cash""> en la casa de apuestas. Recibe un flujo constante de jugadores, que tienen un 0,0005 % de probabilidad de irse cada turno si no están endeudados. A su vez, tienen un 5 % de probabilidad de llevarse 15 veces lo apostado.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<b>Regional gambling feature only available in some cities.</b>\n\n<indent=10>High stakes game that accumulates a series of regullar to sit down amongst the greatest of fineries money can buy and play whatever comes to mind. Odds are fine, but with this crowd the money is always good.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-secret-books"">Cooked Books</link>, <sprite name=""skill gambling""><link=""gambling-high-rollers"">High Rollers Junket</link>, <sprite name=""res cash""> 10000</indent>\n\nWhen installed, this feature acts as a <link=""regular-games"">high stakes game</link>, taking an average bet of <sprite name=""res cash""> 500 from a set of regulars so long as it is funded with at least <sprite name=""res cash""> 7500 at the gambling house. Regulars come and go, with 0.0005% chance of leaving each turn that they are not in debt. When they play, they have a 5% chance to win 15 times their bet.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.poker-game.name	Partidas de póker	Poker Game
info.poker-game.desc	"<indent=10>Un juego de comisión que congregará a un grupo de jugadores competitivos habituales para partidas de póker. Como pones el sitio y las fichas, recibes parte de las ganancias sin importar el resultado.\n\n<b>Requiere:</b>\n<sprite name=""res cash""> 5000</indent>\n\nAl instalarse, esta atracción actúa como <link=""regular-games"">comisión</link> y tiene una apuesta media de 125 <sprite name=""res cash""> de una serie de participantes habituales, siempre y cuando se haya financiado con al menos 300 <sprite name=""res cash""> en la casa de apuestas. Recibe un flujo constante de jugadores, que tienen un 1 % de probabilidad de irse cada turno si no están endeudados. Las cualidades determinan el éxito de cada uno y recibes un 10 % de la cantidad total de la semana. Ofrece 4 asientos como mínimo.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>Rake game that accumulates a group of competitive regulars that play poker amongst themselves. Since you provide the venue and the chips, you get a cut of the winnings no matter what happens.\n\n<b>Requires:</b>\n<sprite name=""res cash""> 5000</indent>\n\nWhen installed, this feature acts as a <link=""regular-games"">rake</link>, taking an average bet of <sprite name=""res cash""> 125 from a set of regulars so long as it is funded with at least <sprite name=""res cash""> 300 at the gambling house. Regulars come and go, with 1% chance of leaving each turn that they are not in debt. Players' traits determine their success as they compete, and you get 10% of the whatever gets moved around in the shuffle every week. Provides a minimum of 4 seats.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.dice-game.name	Juegos de dados	Dice Games
info.dice-game.desc	"<indent=10>Un juego de comisión que congregará a un grupo de jugadores competitivos habituales para partidas de dados. No es muy caro montarlo, aunque tampoco esperes ver mucho apostador serio.\n\n<b>Requiere:</b>\n<sprite name=""skill gambling""><link=""gambling-tables"">Juegos de mesa</link>, <sprite name=""res cash""> 1500</indent>\n\nAl instalarse, esta atracción actúa como <link=""regular-games"">comisión</link> y tiene una apuesta media de 75 <sprite name=""res cash""> de una serie de participantes habituales, siempre y cuando se haya financiado con al menos 750 <sprite name=""res cash""> en la casa de apuestas. Recibe un flujo constante de jugadores, que tienen un 20 % de probabilidad de irse cada turno si no están endeudados. Las cualidades determinan el éxito de cada uno y recibes un 10 % de la cantidad total de la semana. Ofrece 2 asientos como mínimo.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>Rake game that accumulates a group of competitive regulars to play dice games amongst themselves. Not too expensive to set up, but not likely to see any big betters either.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-tables"">Table Games></link>, <sprite name=""res cash""> 1500</indent>\n\nWhen installed, this feature acts as a <link=""regular-games"">rake</link>, taking an average bet of <sprite name=""res cash""> 75 from a set of regulars so long as it is funded with at least <sprite name=""res cash""> 750 at the gambling house. Regulars come and go, with 20% chance of leaving each turn that they are not in debt. Player's traits determine their success as they compete, and you get 10% of the whatever gets moved around in the shuffle every week. Provides a minimum of 2 seats.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.baccarat-salon.name	 Salón de bacará	 Baccarat Salon
info.baccarat-salon.desc	"<b>Esta atracción de juego regional solo está disponible en algunas ciudades.</b>\n\n<indent=10>Un juego de comisión que congregará a un grupo de jugadores competitivos habituales para partidas de bacará. Los participantes están dispuestos a apostar a lo grande, ya que se trata de algo elegante y europeo. Sacas más tajada, aunque el porcentaje sea igual al de otros juegos competitivos.\n\n<b>Requiere:</b>\n<sprite name=""skill gambling""><link=""gambling-secret-books"">Libros amañados</link>, <sprite name=""skill gambling""><link=""gambling-high-rollers"">Recorrido de apuestas</link>, <sprite name=""res cash""> 7500</indent>\n\nAl instalarse, esta atracción actúa como <link=""regular-games"">comisión</link> y obtiene una apuesta media de 75 <sprite name=""res cash""> de una serie de participantes habituales, siempre y cuando se haya financiado con al menos 4000 <sprite name=""res cash""> en la casa de apuestas. Recibe un flujo constante de jugadores, que tienen un 5 % de probabilidad de irse cada turno si no están endeudados. Las cualidades determinan el éxito de cada uno y recibes un 10 % de la cantidad total de la semana. Ofrece 8 asientos como mínimo.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<b>Regional gambling feature only available in some cities.</b>\n\n<indent=10>Rake game that accumulates a group of competitive regulars that play baccarat amongst themselves. The kinds that sit at the table are willing to put down much bigger bucks since its fancy and european. Means a bigger cut at the same percentage of other competitive games.\n\n<b>Requires:</b>\n<sprite name=""skill gambling""><link=""gambling-secret-books"">Cooked Books></link>, <sprite name=""skill gambling""><link=""gambling-high-rollers"">High Rollers Junket</link>, <sprite name=""res cash""> 7500</indent>\n\nWhen installed, this feature acts as a <link=""regular-games"">rake</link>, taking an average bet of <sprite name=""res cash""> 75 from a set of regulars so long as it is funded with at least <sprite name=""res cash""> 4000 at the gambling house. Regulars come and go, with 5% chance of leaving each turn that they are not in debt. Player's traits determine their success as they compete, and you get 10% of the whatever gets moved around in the shuffle every week. Provides a minimum of 8 seats.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.bar-small.name	Bar pequeño	Small Bar
info.bar-small.desc	"<indent=10>Anima a gastar a quienes acuden a tu casa de apuestas. No produce ingresos de por sí, pero hace que lo demás sea un poco más rentable.\n\n<b>Requiere:</b>\n<b></link><sprite name=""skill gambling""><link=""gambling-service"">Servicio satisfactorio</link> o <sprite name=""skill gambling""><link=""gambling-staff"">Empleados educados</link>, <sprite name=""res cash""> 1500</indent>\n\nAl instalarse, esta atracción mejora el rendimiento de las otras en tu casa de apuestas. Mientras cuentes con un bar como este, los jugadores estarán dispuestos a aumentar un 10 % sus apuestas.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<indent=10>Loosens the wallets of everyone that attends your gambling house. Makes no money on its own -- but somehow makes everything else slightly more profitable.\n\n<b>Requires:</b>\n<b></link><sprite name=""skill gambling""><link=""gambling-service"">Suave Service</link>, or <sprite name=""skill gambling""><link=""gambling-staff"">Attentive Staff</link>, <sprite name=""res cash""> 1500</indent>\n\nWhen installed, this feature affects the operations of the other features in your gambling house. So long as this bar is installed, players will be willing to bet up to 10% more than they usually would.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
info.telegraph-machine.name	Máquina telegráfica	Telegraph Machine
info.telegraph-machine.desc	"<b>Esta atracción de juego regional solo está disponible en algunas ciudades.</b>\n\n<indent=10>Se trata de una tecnología increíble que permite obtener los resultados de carreras celebradas por todo el mundo. Te ayudará a organizar más juegos para que los fanáticos de las carreras se gasten el dinero.\n\n<b>Requiere:</b>\n<sprite name=""skill gambling""><link=""gambling-secret-books"">Libros amañados</link>, <sprite name=""skill gambling""><link=""gambling-high-rollers"">Recorrido de apuestas</link>, <sprite name=""skill gambling""><link=""gambling-staff"">Empleados educados</link>, <sprite name=""res cash""> 300</indent>\n\nAl instalarse, esta atracción mejora el rendimiento de las otras en tu casa de apuestas. Mientras cuentes con esta máquina telegráfica, podrás acoger un jugador habitual más en cada una de tus Salas de apuestas extraoficiales, y estos apostarán un 10 % más de lo normal.\n\n<i><indent=30><i>Se debe jugar limpio si se tienen las cartas ganadoras.</i></indent>\n<indent=40>—Oscar Wilde</indent>"	"<b>Regional gambling feature only available in some cities.</b>\n\n<indent=10>Remarkable technology that allows you to learn the results of races all over the world, making even more games for race fanatics to drop their money on.\n\n<b>Requires</b>:\n<sprite name=""skill gambling""><link=""gambling-secret-books"">Cooked Books></link>, <sprite name=""skill gambling""><link=""gambling-high-rollers"">High Rollers Junket></link>, <sprite name=""skill gambling""><link=""gambling-staff"">Attentive Staff</link>, <sprite name=""res cash""> 300</indent>\n\nWhen installed, this feature affects the operations of other features in your gambling house. So long as the telegraph machine is installed, you'll be able to seat one more regular at each of your Off Track Betting Parlors and those regulars that do sit down will bet 10% more.\n\n<i><indent=30><i>One should always play fairly when one has the winning cards.</i></indent>\n<indent=40>—Oscar Wilde</indent>"
