KEY	Korean	English
__id	ko	en

		;; encyclopedia

pedia.dialog.title	금주법 백과사전	Prohibition Encyclopedia
pedia.dialog.default-text	자세한 내용을 보려면 왼쪽의 주제 중 하나를 선택하세요. 특정 주제에 대해 더 자세히 알아보려면 링크를 따르세요.	Select one of the topics on the left to learn more. Follow links to dig further into a topic.
pedia.dialog.entry	<b><size=120%>{name}</size></b>\n\n{desc}	<b><size=120%>{name}</size></b>\n\n{desc}

pedia.cat.resources	자원	Resources
pedia.cat.businesses	비즈니스 종류	Business Types
pedia.cat.skills	스킬	Skills
pedia.cat.gameplay	게임플레이	Gameplay
pedia.cat.gambling	도박	Gambling
pedia.cat.others	Other
tut.lesson-9.9	잘하고 있어. 이제 새로운 과제가 있어. 안전 가옥에 숨겨둔 맥주 기억나? 그걸 다 팔아버려! 그 돈으로 새로운 사업을 시작할 거야. 양조장이든, 밀매점이든 말이지. 그러니 돌아다니면서 {name}이나 다른 사람에게 더 팔고, 그들이 사람들을 소개해주면 기회는 놓치지 마. <b>{amt}</b>만큼 팔았으면 다시 말해줄게.
tut.lesson-9.10	정말 잘하고 있어. 이제 꽤 많은 돈을 벌었으니, 이 도시에서 새로운 삶을 시작할 준비가 됐어.

tut.lesson-10.title	사업	Operations
tut.lesson-10.1	이제 <b>사업</b>에 대해 이야기해 보자. 이 도시에서 진짜 돈은 밀주를 제조하고 판매하는 데서 나온다. 금주법 덕분에 술을 만드는 건 불법이지만, 이걸 잘만 하면 큰 수익을 낼 수 있다. 단, 잡히지만 않으면 말이지.
tut.lesson-10.2	새로운 사업을 시작하려면 밀실이 있는 건물이 필요해. 다행히 안전 가옥에 충분한 공간이 있으니, 거기서 새로운 사업을 시작할 수 있다. 안전 가옥으로 돌아가자.
tut.lesson-10.3	좋아, 먼저 현금을 좀 옮기자. 마커를 클릭해서 안전 가옥을 열고, 저장소 탭을 열어.
tut.lesson-10.4	이제 차량에서 안전 가옥으로 현금을 옮겨야 해. <b>ctrl</b>이나 <b>shift</b> 키를 사용하면 자원을 더 빠르게 옮길 수 있어. <b>{amt}</b>가 안전 가옥에 저장될 때까지 기다릴게.
tut.lesson-10.5	좋아. 이제 빈 밀실 탭으로 전환하자.
tut.lesson-10.6	밀실이 비어있어. 이제 '새로운 사업' 버튼을 눌러.
tut.lesson-10.7	이게 바로 네가 할 수 있는 사업들이야. 지금은 몇 가지만 할 수 있지만, 나중에 더 배울 수 있을 거야.
tut.lesson-10.8	홈브루에 관심 있는 사람들을 많이 알고 있으니, <b>홈브루</b> 사업을 시작하면 유통이 쉬울 거야. 그걸 선택하고 '설치' 버튼을 눌러.
tut.lesson-10.9	좋아, 이제 몇 턴이 지나면 이 사업이 시작될 거야. 그동안 이게 어떻게 돌아가는지 설명할게.
tut.lesson-10.10	여기서 양조장이 맥아 시럽과 빈 자기를 <b>소비</b>해서 홈브루를 <b>생산</b>하는 과정을 볼 수 있어. 마우스를 올려놓으면 세부 정보를 볼 수 있어.
tut.lesson-10.11	저장소에는 맥아 시럽이 충분하지만, 자기가 부족해! 이 사업이 제대로 돌아가려면 자기를 더 구입해야 해.
tut.lesson-10.12	나중에 돈과 사람이 더 많아지면 이 사업에 관리자를 배정하거나 업그레이드와 확장을 고려해. 이게 이윤을 크게 개선할 수 있을 거야!
tut.lesson-10.13.m	정말 멋지다. 큰 도움 없이 새로운 양조 사업을 시작했군. 부모님도 자랑스러워하실 거야. 나중에 편지 써야겠다.
tut.lesson-10.13.f	정말 멋지다. 큰 도움 없이 새로운 양조 사업을 시작했군. 부모님도 자랑스러워하실 거야. 나중에 편지 써야겠다.
tut.lesson-10.14	상품을 생산하려면 더 많은 자기를 조달해야 해. 누가 파는지 모르겠으니, 직접 돌아다니면서 알아봐야 해.

tut.lesson-11.title	오버레이 및 보고서	Overlays and Reports
tut.lesson-11.1	이제 몇 가지 유용한 정보 오버레이와 보고서를 살펴보자. 다양한 방식으로 너에게 도움이 될 거야.
tut.lesson-11.2	왼쪽 상단 모서리에 추가 정보가 있는 목록이 있어. 첫 번째 걸 클릭해 보자.
tut.lesson-11.3	이건 자원 표시야. 이걸 통해 특정 자원을 사고 파는 사람을 알 수 있어. '자기'로 스크롤해서 클릭해봐. 그 사람들을 확인할 수 있을 거야. <b>Z</b> 키로 이 오버레이를 빠르게 열 수 있어.
tut.lesson-11.4	자원을 여러 개 선택한 후, 왼쪽 버튼을 눌러 즐겨찾기로 표시할 수 있어. 즐겨찾기는 매번 오버레이를 열 때마다 기억돼. 오른쪽 버튼을 눌러 즐겨찾기를 전환할 수 있어. 자유롭게 해보고 완료되면 오버레이를 닫아.
tut.lesson-11.5	옆에는 다른 정보 오버레이 목록이 있어. 클릭해서 열어보자.
tut.lesson-11.6	여기엔 여러 오버레이가 있지만, 지금은 몇 가지만 살펴보자.
tut.lesson-11.7	<b>영향력</b> 오버레이는 구역에서의 네 영향력을 보여줘. 네 영역은 구역의 영향력에 따라 성장하니까, 이걸 높이고 유지하는 게 중요해. 어떻게 하는지 나중에 알려줄게. <b>C</b>를 눌러 빠르게 열 수 있어. 자유롭게 살펴보고 '계속'을 눌러.
tut.lesson-11.8	<b>주목도</b> 오버레이도 중요해. 불법 행위나 싸움으로 인해 경찰의 주목을 받는 정도를 보여줘. 위험이 커질수록 경찰이 찾아올 확률이 높아지지. <b>X</b>로 이 보고서를 빠르게 열 수 있어. 준비되면 '계속'을 눌러.
tut.lesson-11.9	<b>경찰 관할구역</b> 오버레이는 각 구역이 어떤 경찰 구역에 속하는지 보여줘. 각 구역엔 담당 경찰서장이 있어. 그들과 친해지면 좋을 거야. '계속'을 눌러.
tut.lesson-11.10	하단의 <b>구역 유형</b> 오버레이는 각 구역의 유형을 보여줘. 사업체는 주로 산업 및 상업 구역에 있지만, 주거 구역에도 예기치 않은 것들이 있을 수 있어. '계속'을 눌러.
tut.lesson-11.11	아래의 <b>인구</b> 오버레이는 도시의 민족 분포를 보여줘. 같은 민족끼리 서로 더 잘 통할 수 있으니, 이 점을 활용해봐. '계속'을 눌러.
tut.lesson-11.12	이제 세 번째 보고서다. 버튼을 눌러 열어보자.
tut.lesson-11.13	여기엔 게임의 여러 부분에서 유용한 보고서들이 나열돼. 재무 보고서가 가장 흥미로울 거지만, 다른 보고서들도 유용할 거야. 살펴보고 '계속'을 눌러.
tut.lesson-11.14	마지막으로 네 번째 버튼은 게임 백과사전이야. 이곳엔 게임에 대한 다양한 정보가 한곳에 모여있지. 살펴봐!
tut.lesson-11.15	게임 요소에 궁금한 점이 있으면 여기서 확인해. 자유롭게 살펴보고 '계속'을 눌러.
tut.lesson-11.16	좋아, 보급품을 모으는 목표로 돌아가자. 잠시 후에 영토에 대해 이야기할 거야. 갱단과 영역을 성장시키는 건 이익을 극대화하고 라이벌 갱단으로부터 자신을 보호하는 데 매우 중요해.
tut.lesson-11.17	라이벌에 대해 말했지? 아직 라이벌을 만나지 못했다면 걱정 마. 곧 만날 거야. 나중에 이야기할 수 있을 거야. 지금은 맥주 생산에 집중하자! 목표를 따라가면서 자기를 더 구입해서 안전 가옥으로 운송해. 사람들 방문할 때 <b>마우스 왼쪽 버튼 클릭</b> 대신 <b>shift + 마우스 왼쪽 버튼 클릭</b>을 쓰면 바로 거래 대화로 들어갈 수 있어.


tut.lesson-12.title	거점 및 영토	Fronts and Territory
tut.lesson-12.1	이제 <b>영토</b>에 대해 이야기해보자. 구역을 장악하는 건 갱단의 성공을 위한 중요한 기초야. 더 많은 사업을 만들거나 갱단원을 고용하려면, 영토를 확장해야 해.
tut.lesson-12.2	지금은 안전 가옥이 있는 곳 하나만 장악하고 있어. 하지만 더 많은 사람을 고용하고 갱단을 키우려면 5~6개 정도의 구역이 필요해.
tut.lesson-12.3	구역을 장악하는 건 영향력에서 나오지. 사람들이 네 이름을 알게 되면, 네 영향력이 높아지고, 100에 가까워지면 그 구역은 네 편이 될 거야.
tut.lesson-12.4	영토는 많은 이점을 가져와. 구역이 많을수록 더 많은 사람을 고용하고 건물을 관리할 수 있어. 네 영역 내의 사업체들은 다양한 기회를 제공할 거고, 심지어 현금을 갈취할 수도 있어. 물론, 그건 아주 잔인한 방법이지만, 꾸준한 수입을 만들어내.
tut.lesson-12.5	그걸 하려면 <b>거점</b>을 설정해야 해. 새로운 거점은 동네 한 구역을 장악하고, 그 구역을 통해 점차적으로 다른 구역을 확장할 수 있어. 방법을 보여줄게.
tut.lesson-12.6.m	{name} 사촌에게 가서, 그가 네 거점을 운영할 의향이 있는지 물어봐.
tut.lesson-12.6.f	{name} 사촌에게 가서, 그녀가 네 거점을 운영할 의향이 있는지 물어봐.
tut.lesson-12.7	이 대화에서 <sprite name="ui tickets"> 호의 단계로 시작해서 <sprite name="ui tribute"> 거점 시작에 대해 물어봐. 대화를 끝내고 필요한 현금과 호의를 지불해서 거점을 시작할 수 있어.
tut.lesson-12.8	좋아! 이제 새로운 거점이 설정됐어. 이 구역이 바로 네 영토에 합류한 걸 볼 수 있지!
tut.lesson-12.9	거점은 여러 가지 목적을 가지고 있어. 이웃에서 네 영향력을 높여서 영토를 확장할 수 있고, 사업체에서 현금을 갈취할 수 있어.
tut.lesson-12.10	이제 새로 설정된 거점이 네 영향력을 높여서 영토를 더 확장하도록 해보자.
tut.lesson-12.11.m	{name} 사촌에게 돌아가서 이번엔 <sprite name="ui pip front expansion ready"> 영토 확장에 대해 물어봐. 가격에 동의하면 시작할 거야.
tut.lesson-12.11.f	{name} 사촌에게 돌아가 이번엔 <sprite name="ui pip front expansion ready"> 영토 확장에 대해 물어봐. 가격에 동의하면 그녀가 시작할 거야.
tut.lesson-12.12	좋아. {name}이 열심히 이웃에서 네 인지도를 높이고 있어. 7~8턴 안에 그 구역이 네 편이 되고 네 영토에 합류할 거야.
tut.lesson-12.13	(새로운 구역이 네 영토에 합류할 때까지 기다려. 몇 턴 안 걸려. 그동안 너는 네 사업을 할 수 있어.)
tut.lesson-12.14	이제 3개의 구역을 장악했어! 나쁘지 않아, 아주 잘하고 있어.
tut.lesson-12.15	기억해야 할 게 있어. 거점이 너를 대신해서 운영되면 비용이 들거든. 한 달에 한 번 이상 방문해서 비용을 지불해야 해. 아니면 해당 구역의 사업체를 갈취해서 돈을 받게 할 수 있어. 잠시 후 다시 설명할게.
tut.lesson-12.16	이제 5개의 구역에 도달할 때까지 계속 확장해. {name}에게 돌아가서 비용을 지불하고 구역을 확보해 나가. 새로운 거점을 만들 수도 있지만, 이미 만든 거점으로 확장하는 게 더 효율적이야.


tut.lesson-13.title	갈취	Extortion

tut.lesson-13.1	갈취에 대해 이야기한 적 있지? 이제 자백할 시간이야. 사실 나는 그런 일을 해본 적이 없어. 너무 유약해서 아무도 나를 두려워하지 않지. 하지만 내가 자주 가는 가게엔 ‘보호’를 제공한다고 떠드는 깡패들이 있어. 자기들 잘난 척만 하더라. 자, 이제 내가 그 방법을 알려줄게.
tut.lesson-13.2	먼저, 취약한 사업체를 찾아야 해. 예를 들어, 바로 이런 곳이지. 네 영토 안에 있어야 하고, <i>거점에 가까운</i> 곳이어야 해. 그렇지 않으면 이 사람들이 너를 두려워하지 않을 거야.
tut.lesson-13.3	그 다음, 그곳으로 가서 <sprite name="ui pip front extortion"> 보호한다는 얘기를 시작해. 미소는 짓되, 친절하진 않게. 그들이 즉시 알아차릴 거야. 그리고 일부는 바로 굴복할 거고, 특히 너를 존경하는 사람들은 말이지. 하지만 만약 그렇지 않으면, 새로운 문제가 생길 테니 잘 처리해야 해. 그렇지 않으면 네가 무시당할 거야.
tut.lesson-13.4	갈취는 결코 좋은 일이 아냐. 사람들은 불행해하고, 그게 다른 사람들에게 퍼져서 네 관계에 악영향을 미칠 수 있어. 반대로, 사람들에게 좋은 일을 하면 그들도 좋은 말을 퍼뜨릴 거야. 그런 걸 잘 활용해.
tut.lesson-13.5	이제 시도해보고 싶지? 그 사업체로 운전해서 <sprite name="ui pip front extortion"> 보호에 대해 이야기해보고 무슨 일이 일어나는지 확인해봐. 여기서 기다릴게.
tut.lesson-13.6	(새로 획득한 영토에서 사업체를 성공적으로 <sprite name="ui pip front extortion"> 갈취할 때까지 기다려.)
tut.lesson-13.7.m	돈을 벌기 위해 무고한 사람을 위협하고 해쳤어. 불쌍한 어머니가 아들이 어떻게 되었는지 모르는 게 다행이야.
tut.lesson-13.7.f	돈을 벌기 위해 무고한 사람을 위협하고 해쳤어. 불쌍한 어머니가 딸이 어떻게 되었는지 모르는 게 다행이야.
tut.lesson-13.8	이게 바로 보호비를 걷는 방식이야. 네가 갈취한 사람들은 매달 가장 가까운 거점에 작은 봉투를 가져다줄 거야. 거점은 그것을 모두 수금하고, 운영비를 제외한 나머지는 네가 원할 때 언제든지 가져갈 수 있도록 준비할 거야. 잊지 말고 정기적으로 거점을 방문해서 돈을 받거나, 필요하다면 운영비를 충당해줘. 만약 거점이 파산하면, 그동안 모은 모든 영역을 잃게 돼.
tut.lesson-13.9	이제 영토를 확장해서 총 5개의 구역을 장악해보자. 먼저, 거점 관리자가 <sprite name="ui pip front needs"> 지원이 필요하거나 <sprite name="ui pip front needs urgent"> 긴급 지원이 필요한 경우 그들을 도와줘. 두 번째로, 거점 관리자와 이야기해서 더 많은 <sprite name="ui pip front expansion ready"> 구역 확장을 시작해. 5개 구역에 도달하려면 시간이 걸리니까, 계속해서 홈브루를 만들어서 팔고 더 많은 소개를 받도록 해. 그럼 나중에 봐!


tut.lesson-14.title	고용

tut.lesson-14.1	이제 영역이 확장됐으니 다른 갱단원을 추가할 때가 되었어.\n갱단원이 많으면 턴당 더 많은 일을 할 수 있어. 예를 들어, 중요한 사업을 처리하면서 일부 사람들은 운송을 맡길 수 있지.
tut.lesson-14.2	더 큰 갱단을 갖는 것은 라이벌 갱단에 대한 방어에도 도움이 될 거야. 물론, 라이벌을 만날 때가 되면 말이야.
tut.lesson-14.3	더 많은 갱단원을 고용하려면 <sprite name="ui pip social crew"> 갱단 고용 아이콘이 있는 사업주를 찾아봐. 그들은 좋은 사람들을 알 수 있어.\n그 사람에 대해 더 알아보려면, 돌아다니며 그들과 대화를 나누어야 해.
tut.lesson-14.4	그들과 얘기할 때 후보자의 성격을 잘 살펴봐야 해. 직업에 따라 중요한 부분이니까.\n예를 들어, 부주의한 사람을 관리자로 고용하거나, 약한 사람을 건장한 사람으로 고용하고 싶지 않겠지?\n(갱단에 합류할 수 있는 사람들의 리스트는 <sprite name="ui info"> 보고서 대화 상자에서 <sprite name="ui crew list"> 갱단 목록을 확인할 수 있어.)
tut.lesson-14.5	이제 누군가를 고용해봐. 내가 기다리고 있을게.
tut.lesson-14.6	(두 번째 갱단원을 고용할 때까지 기다려.)
tut.lesson-14.7	좋아! 이제 갱단 규모가 두 배로 커졌어!\n오른쪽 목록에서 새 갱단원을 확인할 수 있어.
tut.lesson-14.8	일반 게임에서는 새로 고용한 사람을 위해 새 차량을 구입해야 하지만, 이 튜토리얼에서는 우리가 쓸 수 있는 오래된 트럭을 구했어.\n그 차량은 안전 가옥 앞에 두었으니, 새로 고용한 사람에게 배정해 줘. 방법은 알겠지?
tut.lesson-14.9	(새로 고용한 사람에게 차량을 배정할 때까지 기다려.)
tut.lesson-14.10	좋아, 이제 새 멤버가 일할 준비가 됐어.\n그들을 수동으로 지시하려면 목록에서 카드를 클릭하고, 어디로 가서 무엇을 해야 할지 알려주면 돼. 그들은 네가 지시하는 대로 할 수 있어.\n또는 특정 <b>운송 경로</b>를 지정하면, 그들이 정해진 일정을 따르게 할 수 있어.\n잠시 후에 설정할 거야.
tut.lesson-14.11	이제 안전 가옥에서 나를 찾아 대화를 시작해, 그리고 왼쪽의 임무를 완료해.\n너를 기다리고 있는 게 있어.

tut.lesson-15.title	운송

tut.lesson-15.1	이제 두 번째 갱단원이 생겼으니, 제품 판매나 재료 구매, 거점 방문 같은 작업을 위임할 수 있어. 지금 한번 해보자. 몇 단계만 거치면 새로 고용한 직원이 홈브루를 목마른 고객들에게 운송하는 기본 운송 경로를 운영하게 될 거야.\n맨 오른쪽에서 <b>운송</b> 아래에 있는 버튼을 클릭해.
tut.lesson-15.2	먼저 이 운송을 실행할 사람을 배정해야 해. <b>+</b> 버튼을 클릭해.
tut.lesson-15.3	이제 <b>운전자 배정</b>을 선택하고, 새 트럭과 갱단원을 이 경로에 배치해. 술을 운송하는 것보다 중요한 일이 있겠지만, 자신을 추가하지는 마.
