KEY	Korean	English
__id	ko	en
__name	한국어	English

button.play	플레이
chapter.gain-bank.decide.fail-death.epilogue	그들은 은행에 대한 그들의 지배를 약화시키려는 당신의 노력을 친절하게 받아들이지 않았습니다. 사실, {name}이 최종 회의가 될 것으로 예상되는 곳에 가고 있을 때, 총탄의 우박을 만났습니다. 그들은 조우에서 살아남지 못했습니다.
chapter.inside-job.title	내부 작업
chapter.inside-job.ic-start	{name}이 은행 내부에서 강도에 접근하는 방법을 찾기 위해 노력하고 있습니다.
chapter.inside-job.oc-start	관찰 후, {name}은 총을 불태우는 것이 이 은행의 현금을 덜어내는 최선의 접근법이 아닐 수도 있다는 것을 깨닫습니다.
chapter.inside-job.ic-end.success	보스, 조용히 들어갔다 나올 수 있다고 생각합니다. 누구도 알기 전에 들어갔다가 나와서 사라질 것입니다. 어떻게 생각하세요?
chapter.inside-job.oc-end.success	{name}이 쉽게 이용할 수 있는 은행 보안의 약점을 발견했습니다.
chapter.inside-job.oc-end.fail	다음에는 은행을 답사할 때 좀 더 은밀해야 합니다.
chapter.inside-job.decide.turn-guards	현금을 사용해 경비원들에게 좋은 시간을 보여주고 협박에 가치 있는 것을 얻으려고 노력하세요.
chapter.inside-job.decide.get-plans	당신의 조직원이 경보 시스템을 쇼핑하는 척하게 하세요 - 우연히 이 은행이 사용하는 것과 같은 것.
chapter.inside-job.decide.fail	당신 조직원의 질문이 잘못된 종류의 관심을 받았습니다.
chapter.inside-job2.title	국립 은행
chapter.inside-job2.ic-start	{name}은(는) 은행 내부에서 강도질 접근 방법을 찾고 있습니다.
chapter.inside-job2.oc-start	관찰 후, {name}은(는) 총을 쏘는 것이 이 은행에서 현금을 털어내는 최선의 방법이 아닐 수도 있다는 것을 깨달았습니다.
chapter.inside-job2.ic-end.success	보스, 제 생각엔 우리가 조용히 들어갔다 나올 수 있을 것 같습니다. 들어가서, 나오고, 누구도 알아채기 전에 사라지는 거죠. 어떻게 생각하세요?
chapter.inside-job2.oc-end.success	{name}은(는) 쉽게 이용할 수 있는 은행 보안의 허점을 찾았습니다.
chapter.inside-job2.oc-end.fail	다음번에는 은행을 답사할 때 좀 더 은밀하게 해야겠습니다.
chapter.inside-job2.decide.smart	자물쇠 따개와 위조 서류를 사용하여 조용히 들어갔다 나옵니다.
chapter.inside-job2.decide.loud	무기를 확보하고 은행을 무력으로 점령합니다.
chapter.inside-job2.decide.fail	당신 조직원의 질문이 잘못된 종류의 관심을 끌었습니다.
																											   
																																						
																																							
																												   
																									   
																										   
																			   
																					  


chapter.turn-guards.title	전환 만들기
chapter.turn-guards.ic-start	저는 이 두 경비원을 알게 되었습니다. 형제인 것 같습니다. 유인책이 있다면, 우리가 금고를 방문하는 동안 잠시 다른 곳에 있도록 설득할 수 있을 것이라고 확신합니다.
chapter.turn-guards.oc-start	{name}이 특히 편리한 시간에 은행 경비원들이 다른 곳에 있도록 유인할 수 있는 방법을 알아내려고 합니다.
chapter.turn-guards.oc-end.success	{name}이 경비원들이 우리 강도 계획에 협력하도록 설득했습니다.
chapter.turn-guards.oc-end.fail	경비원들이 실제로 경비를 서고 있었고 단지 {name}을 이끌고 있었던 것 같습니다.
chapter.turn-guards.ic-end.success	글쎄, 보스, 이 사람들이 참여했지만, 그들의 부주의에 대해 보상해야 할 것입니다.
chapter.turn-guards.cash	그들에게 현금을 던져주면 원하는 것을 사서 밤새 마실 수 있습니다. 그리고 그 후 꽤 오랫동안 매일 밤.
chapter.turn-guards.fake-wine	경비원들에게 시기적절한 부재의 대가로 위조 와인을 대량 배달하세요.
chapter.turn-guards.sparkling-cider	경비원들에게 시기적절한 부재의 대가로 스파클링 사이다를 대량 배달하세요.
chapter.turn-guards.fake-beer	경비원들에게 시기적절한 부재의 대가로 뒷방 맥주를 대량 배달하세요.
chapter.turn-guards.bathtub-gin	경비원들에게 시기적절한 부재의 대가로 욕조 진을 대량 배달하세요.
chapter.turn-guards.fruit-brandy	경비원들에게 시기적절한 부재의 대가로 라키야를 대량 배달하세요.
chapter.turn-guards.corn-whiskey	경비원들에게 시기적절한 부재의 대가로 옥수수 위스키를 대량 배달하세요.


chapter.midnight-visit.title	심야 은행 업무
chapter.midnight-visit.ic-start	보안을 우회할 확실한 계획이 있습니다, 눈에 띄지 않고 은행 금고에 들어가는 것은 시간문제입니다. 신호를 기다리고 있습니다.
chapter.midnight-visit.oc-start	{name}이 합의된 신호를 기다려 들어가서 점수를 차지합니다.
chapter.midnight-visit.oc-end.success	일이 잘 풀렸습니다.
chapter.midnight-visit.oc-end.fail	글쎄, 그것은 성과가 없었습니다.
chapter.midnight-visit.ic-end.success	해냈습니다, 보스. 계획이 함께 모일 때 정말 좋아합니다. 특히 계획의 끝이 우리가 부자가 되는 것을 포함할 때.
chapter.midnight-visit.decide.scheme-end	대박.
chapter.midnight-visit.decide.epilogue	천천히 운전해서 떠나세요. 무심한 듯이. 현금이 가득한 가방과 함께.
chapter.midnight-visit.decide.fail	함정이다!
chapter.midnight-visit.decide.fail-traits.epilogue	{name}은 이것이 이상하다고 느껴서, 계획을 중단했습니다. 다행히도요. 은행을 빠르게 지나가니 경찰이 은행 안에서 총을 뽑고 그다지 미묘하지 않게 있었습니다.
chapter.midnight-visit.decide.fail-death.epilogue	{name}은 은행 보안을 우회한 후 금고로 걸어 들어가기로 되어 있었습니다. 너무 쉬워 보였습니다. 그리고 그것은 경찰이 기다리고 있었기 때문입니다. 그리고 {name}은 싸움 없이 쓰러지는 타입이 아닙니다. 이번에는 잘못된 싸움을 선택했을 뿐입니다.
chapter.midnight-visit.decide.fail-arrest.epilogue	{name}은 함정에 바로 걸어 들어갔습니다. 모든 경찰을 보고, 그들은 입을 다물고 책임을 지는 것이 최선이라고 결정했습니다. 원하던 결과가 아닙니다.


chapter.national-bank-smart.title	납치에서 시작된 좋은 일
chapter.national-bank-smart.ic-start	보안을 우회할 확실한 계획이 있습니다. 눈에 띄지 않게 은행 금고에 들어가는 것은 시간 문제입니다. 신호를 기다리고 있습니다.
chapter.national-bank-smart.oc-start	{name}은(는) 합의된 신호를 기다리며 들어가서 돈을 챙길 준비를 하고 있습니다.
chapter.national-bank-smart.oc-end.success	일이 잘 풀렸습니다.
chapter.national-bank-smart.oc-end.fail	글쎄요, 잘 안 풀렸네요.
chapter.national-bank-smart.ic-end.success	해냈습니다, 보스. 계획이 잘 맞아떨어지는 걸 좋아합니다. 특히 계획의 끝이 우리가 부자가 되는 거라면요.
chapter.national-bank-smart.decide.scheme-end	대박.
chapter.national-bank-smart.decide.epilogue	그냥 천천히 운전해서 떠나세요. 태연하게. 현금으로 가득 찬 가방을 들고.
chapter.national-bank-smart.decide.fail	함정이다!
chapter.national-bank-smart.decide.fail-arrest.epilogue	{name}은(는) 함정에 바로 걸려들었습니다. 경찰들을 보고, 입을 다물고 책임을 지기로 결정합니다. 원하던 결과는 아니네요.


chapter.national-bank-loud.title	당신의 돈은 내 돈
chapter.national-bank-loud.ic-start	은행에서 비자발적으로 현금을 빼내는 가장 직접적인 방법은 명확한 쪽지와 총이라고 생각합니다. 그래서 현장을 답사할 겁니다. 언제 들어가서 총을 쏴야 할지 알아내야죠!
chapter.national-bank-loud.oc-start	{name}은(는) 좋은 구식 강도질을 준비하면서 은행을 답사하고 있습니다.
chapter.national-bank-loud.oc-end.success	일이 잘 풀렸습니다.
chapter.national-bank-loud.oc-end.fail	글쎄요, 잘 안 풀렸네요.
chapter.national-bank-loud.ic-end.success	해냈습니다, 보스. 계획이 잘 맞아떨어지는 걸 좋아합니다. 특히 계획의 끝이 우리가 부자가 되는 거라면요.
chapter.national-bank-loud.decide.scheme-end	대박.
chapter.national-bank-loud.decide.epilogue	그냥 천천히 운전해서 떠나세요. 태연하게. 현금으로 가득 찬 가방을 들고.
chapter.national-bank-loud.decide.fail	함정이다!
chapter.national-bank-loud.decide.fail-arrest.epilogue	{name}은(는) 함정에 바로 걸려들었습니다. 경찰들을 보고, 입을 다물고 책임을 지기로 결정합니다. 원하던 결과는 아니네요.
														  
																																												  
																											  
																	   
																  
																																							   
													  
																										 
											   
																																																	 


													  
																																																							   
																												 
																	  
																 
																																							  
													 
																										
											  
																																																	


chapter.bank-robbery.title	강도
chapter.bank-robbery.ic-start	은행의 현금을 비자발적으로 덜어내는 가장 직접적인 방법은 명확한 메모와 총이라고 생각합니다. 그래서 장소를 답사하겠습니다, 네? 언제 들어가야 하는지 알아내겠습니다, 총을 불태우며!
chapter.bank-robbery.oc-start	{name}이 좋은 구식 강도를 준비하기 위해 은행을 답사하고 있습니다.
chapter.bank-robbery.ic-end.success	이 습격은 쉬울 것입니다. 어떻게 들어갈까요, 보스?
chapter.bank-robbery.oc-end.success	무장하고 준비할 시간입니다.
chapter.bank-robbery.oc-end.fail	이 험한 거리에서도, 때로는 무기를 찾는 것이 여전히 경찰의 관심을 끕니다.
chapter.bank-robbery.decide.guns-blazing-colt	강도에 이 콜트 리볼버를 사용하세요.
chapter.bank-robbery.decide.guns-blazing-winchester	이 윈체스터를 사용하세요. 우리가 진지하다는 것을 보여줄 것입니다.
chapter.bank-robbery.decide.guns-blazing-thompson	이 기관단총은 은행의 모든 사람에게 공포를 심어줄 것입니다.
chapter.bank-robbery.decide.guns-blazing-pistol	이 권총으로 들어갈 때 조용하고 은밀하게 합시다.
chapter.bank-robbery.decide.weapons-buy	장소를 답사한 후 어떤 무기를 사야 할지 결정하게 하겠습니다.
chapter.bank-robbery.decide.safe-cracker	금고 따는 사람도 사용할 수 있습니다. 금고를 폭파할 장비를 준비하기 위해 우리 차고 중 하나를 사용하세요.
chapter.bank-take-over-fail	{name}은 이 강도를 위해 모집할 때 더 조심했어야 합니다. 그들 중 한 명이 경찰이었던 것으로 밝혀졌습니다.

chapter.guns-blazing.title	방아쇠를 당기는 손가락
chapter.guns-blazing.ic-start	이제 강도 계획이 있으니, 총을 들고 갈 몸들을 구할 시간입니다. 몇 가지 아이디어를 가지고 잠시 후 돌아오겠습니다.
chapter.guns-blazing.oc-start	{name}이 다가오는 은행 강도를 위한 사람들을 모으고 있습니다.
chapter.guns-blazing.oc-end.success	{name}이 모은 조직원을 고용할 준비가 되었습니다.
chapter.guns-blazing.ic-end.success	이 강도를 성공시키기 위해 필요한 사람들입니다, 보스. 그들에게 조금 선불을 줘야 합니다. 은행에서, 음, 대출을 받으면 이것을 회수할 것입니다.
chapter.guns-blazing.oc-end.fail	계획에 대해 듣기 위해 알 수 없는 사람을 초대하는 것은 항상 조심해야 합니다.
chapter.guns-blazing.decide.crew-gather-leader	{name}은 모두가 좋아하는 타고난 리더이므로, 저렴하게 조직원을 모을 수 있습니다.
chapter.guns-blazing.decide.crew-gather-bad-leader	{name}은 때때로 함께 일하기 어려울 수 있으므로, 강도 조직원을 위한 추가 현금 인센티브가 필요할 것입니다.
chapter.guns-blazing.decide.crew-gather	강도를 위한 사람들을 모으기 위해 현금을 사용하세요.
chapter.guns-blazing.trait-fail	{name}은 그저 함께 일하기 어렵습니다. 아무도 참여하고 싶어하지 않아서, 이것을 취소해야 합니다.
chapter.bank-take-over-fail	{name}은 이 강도를 위해 모집할 때 더 조심했어야 합니다. 그들 중 한 명이 경찰이었던 것으로 밝혀졌습니다.

chapter.crew-gather.title	계획 공유
chapter.crew-gather.ic-start	그래서 보스, 모임을 가질 것입니다. 은행 "방문"을 위해 제가 모은 조직원과 피크닉이라고 부르겠습니다. 그것을 모으기 위해 조금 운전하겠습니다.
chapter.crew-gather.oc-start	{name}이 강도를 마무리하기 위한 마지막 모임을 준비하고 있습니다.
chapter.crew-gather.oc-end.success	음, 피크닉 시간입니다.
chapter.crew-gather.oc-end.fail	누군가가 우리의 계획된 만남에 대해 떠들었습니다.
chapter.crew-gather.ic-end.success	보스, 방아쇠 손가락과 근육의 이 회의가 조금 더 원활하게 진행되도록 도움을 받을 수 있을까요?
chapter.crew-gather.decide.crew-meeting-brick-wine	모두의 기분을 개선하기 위해 벽돌 와인을 공급하세요.
chapter.crew-gather.decide.crew-meeting-cider	모두의 기분을 개선하기 위해 사이다를 공급하세요.
chapter.crew-gather.decide.crew-meeting-home-brew	모두의 기분을 개선하기 위해 수제 맥주를 공급하세요.
